id,verification_status,owner_id,created_by,customer_id,property_type,property_category,district_id,municipal_id,province_id,city,seeking_address,property_face,build_date,layout,property_area,area_unit,parking_space,car_parking,bike_parking,compound,road_size,road_type,minimum_budget,minimum_budget_unit,maximum_budget,maximum_budget_unit,delete,status,agreement_image,created_at,updated_at,property_remarks,address_remarks,ward_num,map_url,amenities,share_map_url,verification_note
429,pending,3,3,1291,LAND,,38,224,4,Lekhnath,Khudi/Lekhnath,,,,20/40,HAAT,,,,,,,50,LAKHS,60,LAKHS,1,ACTIVE,,2025-03-04T06:34:27.000Z,2025-03-04T06:34:27.000Z,Rithepani vayena,,30,,Direct pass,,
430,pending,3,3,1292,LAND,RESIDENTIAL,38,224,4,Pokhara,Budibajar/Aarghauchowk,,,,20/40,HAAT,,,,,,,75,LAKHS,80,LAKHS,1,ACTIVE,,2025-03-04T06:36:05.000Z,2025-03-04T06:36:05.000Z,,,26,,s,,
431,pending,3,3,1295,LAND,,38,224,4,Pokhara,fulbari/Chauthe/Khasibajar,,,,17/38,HAAT,,,,,,,60,LAKHS,1,CRORE,1,ACTIVE,,2025-03-05T07:53:13.000Z,2025-03-05T07:53:13.000Z,,,14,,,,
432,pending,3,3,1301,LAND,,38,224,4,Pokhara,Chauthe /Bijayapur,,,,5,AANA,,,,,15,CONCRETE,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-07T08:01:38.000Z,2025-03-07T08:01:38.000Z,,,14,,,,
433,pending,3,3,1302,LAND,,38,224,4,Pokhara,Malepatan/Parsyang,,,,5,AANA,,,,,20,BLACK-TOPPED,2,CRORE,2.1,CRORE,1,ACTIVE,,2025-03-07T08:03:00.000Z,2025-03-07T08:03:00.000Z,,,5,,e,,
434,pending,3,3,1304,LAND,,38,224,4,Pokhara,Malepatan/Masbar/Zero/Parsyang/Bindabasini/Aarchalbot,,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-03-07T08:04:19.000Z,2025-03-07T08:04:19.000Z,,,5,,,,
435,pending,3,3,1305,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/40,HAAT,,,,,,,1,CRORE,1.35,CRORE,1,ACTIVE,,2025-03-07T08:05:52.000Z,2025-03-07T08:05:52.000Z,,,11,,"Ghar Vyaea ni huncha ghar vayea chai 2,50 cr samma",,
436,pending,3,3,1306,LAND,COMMERCIAL,38,224,4,Pokhara,Lakeside/Parsyang,,,,18/40,HAAT,,,,,,,3,CRORE,5,CRORE,1,ACTIVE,,2025-03-07T08:08:02.000Z,2025-03-07T08:08:02.000Z,Mainroad,,6,,,,
437,pending,3,3,1307,LAND,,38,224,4,Pokhara,Fulbari/Parsyang/Lekhnath,,,,5,AANA,,,,,,,60,LAKHS,70,LAKHS,1,ACTIVE,,2025-03-09T07:06:38.000Z,2025-03-09T07:06:38.000Z,,,27,,,,
438,pending,3,3,1308,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-03-09T07:07:28.000Z,2025-03-09T07:07:28.000Z,,,11,,,,
439,pending,3,3,1309,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Amarsingh/Singapore Tole,,,1R,5,AANA,,,,,,,3,CRORE,3.5,CRORE,1,ACTIVE,,2025-03-09T10:05:11.000Z,2025-03-09T10:12:02.000Z,,,10,,d,,
440,pending,3,3,1310,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Amarsingh/Chauthe/Lakeside,,,1R,20/50,HAAT,,,,,,,2.5,CRORE,3,CRORE,1,ACTIVE,,2025-03-09T10:08:26.000Z,2025-03-09T10:11:17.000Z,,Ward no 10/11/12/14/6,12,,c,,
441,pending,3,3,1311,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Chipledhunga/Laligurastole/Ghalechowk,,2080,WHOLE_HOUSE,5,AANA,YES,,,YES,,,3,CRORE,4,CRORE,1,ACTIVE,,2025-03-09T10:10:07.000Z,2025-03-09T10:10:07.000Z,,,10,,d,,
442,pending,3,3,1303,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/47-50,HAAT,,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2025-03-09T12:16:18.000Z,2025-03-09T12:16:18.000Z,,,11,,,,
443,pending,3,3,1315,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Parsyang/Malepatan,,,,4.5,AANA,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-03-10T08:46:47.000Z,2025-03-10T08:46:47.000Z,Jagga  vai ley herne Gadesh pariyar (9846210385),,5,,,,
444,pending,3,3,1316,LAND,RESIDENTIAL,38,224,4,Pokhara,Bijayapur/Chauthe,,,,5,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-03-10T08:50:13.000Z,2025-03-10T08:50:13.000Z,20/40,,14,,,,
445,pending,3,3,1317,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe,,,,4.5,AANA,,,,,,,70,LAKHS,75,LAKHS,1,ACTIVE,,2025-03-10T09:17:49.000Z,2025-03-10T09:17:49.000Z,,Airpot opposite side,14,,,,
446,pending,3,3,1322,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Malepatan/Birauta,,,,20/40,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-03-12T10:18:56.000Z,2025-03-12T10:18:56.000Z,,,11,,,,
447,pending,3,3,1323,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Nadipur/Gairapatan,,,,5,AANA,,,,,,,1.4,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-12T10:22:25.000Z,2025-03-12T10:22:25.000Z,,,11,,2 ota  chhahiyeko,,
448,pending,3,3,1324,LAND,RESIDENTIAL,38,224,4,Pokhara,Haweli marga,,,,20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-03-12T10:29:48.000Z,2025-03-12T10:29:48.000Z,Bato mathi,,14,,s,,
449,pending,3,3,1325,LAND,TOURISM,38,224,4,Pokhara,Lakeside,,,,5,AANA,,,,,,,4.5,CRORE,5,CRORE,1,ACTIVE,,2025-03-12T10:35:21.000Z,2025-03-12T10:35:21.000Z,,,6,,v,,
450,pending,3,3,1113,LAND,,38,224,4,Pokhara,Bijayapur/Rithepani,,,,4,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2025-03-16T06:41:48.000Z,2025-03-16T06:41:48.000Z,,,27,,,,
451,pending,3,3,1332,LAND,,38,224,4,Pokhara,Rithepani/Bijaypur,,,,5,AANA,,,,,,,50,LAKHS,55,LAKHS,1,ACTIVE,,2025-03-17T08:14:31.000Z,2025-03-17T08:14:31.000Z,,,27,,rf,,
452,pending,3,3,1333,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,20/40,HAAT,,,,,,,1,CRORE,1.25,CRORE,1,ACTIVE,,2025-03-17T08:15:40.000Z,2025-03-17T08:15:40.000Z,,,11,,Dohoro mohoda vayeana,,
455,pending,3,3,1336,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Birauta/Amarsingh,,,,4,AANA,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-03-17T08:18:11.000Z,2025-03-17T08:18:11.000Z,,,17,,,,
456,pending,3,3,1334,LAND,,38,224,4,Pokhara,Amarsingh/Khasibajar/Rambajar/Ghalechowk,,,,5,AANA,,,,,,,1.5,CRORE,1.51,CRORE,1,ACTIVE,,2025-03-17T11:06:00.000Z,2025-03-23T07:20:17.000Z,,,10,,Purano ghar parbat,,
457,pending,3,3,1339,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,5,AANA,,,,,,,1.7,CRORE,1.8,CRORE,1,ACTIVE,,2025-03-17T11:11:32.000Z,2025-03-17T11:11:32.000Z,,Ctevt around,11,,w,,
458,pending,3,3,1326,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Chauthe/Aaudhyogik xetra,,,,20/40,HAAT,,,,,,,1.4,CRORE,1.5,CRORE,1,COMPLETE,,2025-03-17T11:15:44.000Z,2025-04-20T10:01:04.000Z,,,11,,d,,
459,pending,3,3,1340,LAND,RESIDENTIAL,38,224,4,Pokhara,Bijayapur,,,,5,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-03-17T11:22:27.000Z,2025-03-17T11:22:27.000Z,,,26,,,,
460,pending,3,3,1344,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Damside/Birauta,,,,20/40,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-03-20T06:51:21.000Z,2025-03-20T06:51:21.000Z,,,11,,,,
461,pending,3,3,1345,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Chauthe,,,,18/32,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-03-20T06:53:47.000Z,2025-03-20T06:53:47.000Z,,,14,,,,
462,pending,3,3,1346,LAND,,38,224,4,Pokhara,Bagnara,,,,1,ROPANI,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-03-20T06:54:36.000Z,2025-03-26T08:36:33.000Z,Mukti energy ko manxey,,33,,,,
463,pending,3,3,1347,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,5,ROPANI,,,,,,,4,CRORE,5,CRORE,1,ACTIVE,,2025-03-20T06:58:20.000Z,2025-03-20T06:58:20.000Z,,,11,,,,
464,pending,3,3,1349,LAND,RESIDENTIAL,38,224,4,Pokhara,Miyapatan,,,,4,AANA,,,,,13,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-21T12:14:09.000Z,2025-03-23T07:52:31.000Z,Muslim  basti ma chahiyo,,13,,,,
465,pending,3,3,1350,LAND,,38,224,4,Pokhara,Newroad,,,,10/45,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-03-21T12:15:03.000Z,2025-03-21T12:15:03.000Z,,,4,,,,
466,pending,3,3,1351,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Rambajar/Malepatan,,,,4,AANA,,,,,,,2,CRORE,2.1,CRORE,1,ACTIVE,,2025-03-23T07:09:10.000Z,2025-03-23T07:09:10.000Z,,Pokhara valley,11,,,,
467,pending,3,3,1352,LAND,,38,224,4,Pokhara,Baidam,,,,5,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-03-23T07:11:09.000Z,2025-03-23T07:11:09.000Z,,,6,,,,
468,pending,3,3,1353,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Talchowk/Bijayapur/Budibajar/Chauthe,,,1R,5,AANA,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-03-23T07:16:23.000Z,2025-03-23T07:17:49.000Z,,Jagga vaye 1 cr samma halne,27,,,,
469,pending,3,3,1360,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,5,AANA,,,,,,,1.35,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-24T07:23:51.000Z,2025-03-24T07:23:51.000Z,,,11,,,,
470,pending,3,3,1364,HOTEL,TOURISM,38,224,4,Pokhara,Lakeside,,,1R,5,AANA,,,,,,,5,CRORE,6,CRORE,1,ACTIVE,,2025-03-25T11:59:50.000Z,2025-03-25T11:59:50.000Z,,,6,,,,
471,pending,3,3,1364,HOUSE,,38,224,4,Pokhara,Chauthe/Bijayapur/Budibajar,,,1R,5,AANA,,,,,,,1.5,CRORE,1.6,CRORE,1,ACTIVE,,2025-03-25T12:02:19.000Z,2025-03-25T12:02:19.000Z,,,14,,,,
472,pending,3,3,1365,LAND,,38,224,4,Pokhara,Fulbari,,,,20/40,HAAT,,,,,,,1.4,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-25T12:15:11.000Z,2025-03-25T12:15:11.000Z,Manipal /CTEVT,,11,,,,
473,pending,3,3,1368,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Amarsingh/Kudahar,,,,5,AANA,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-03-26T08:18:10.000Z,2025-03-26T08:18:10.000Z,,,11,,,,
474,pending,3,3,1369,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Nayabajr,,,,22/60,HAAT,,,,,,,3,CRORE,4,CRORE,1,ACTIVE,,2025-03-26T08:22:32.000Z,2025-03-26T08:22:32.000Z,,,8,,,,
475,pending,3,3,1374,LAND,,38,224,4,Pokhara,ChautheRanipauwa/Fulbari/Parsyang/Nayagau,,,,17/38,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-03-31T13:20:31.000Z,2025-03-31T13:20:31.000Z,,,14,,,,
476,pending,3,3,1375,LAND,RESIDENTIAL,38,224,4,Pokhara,Amarsingh/Chauthe,,,,5,AANA,,,,,,,2,CRORE,2,CRORE,1,ACTIVE,,2025-03-31T13:21:42.000Z,2025-03-31T13:21:42.000Z,,,10,,,,
477,pending,3,3,1376,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang/Prithivichowk/Rambajar/Amarsingh,,,,18/40,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-01T11:58:17.000Z,2025-04-01T11:58:17.000Z,,,10,,,,
478,pending,3,3,1377,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Archalbot/Parsyang/Bindabasini,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-04-01T11:59:36.000Z,2025-04-01T11:59:36.000Z,,,5,,,,
479,pending,3,3,1378,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-04-01T13:30:08.000Z,2025-04-01T13:30:08.000Z,,,11,,,,
480,pending,3,3,1379,LAND,RESIDENTIAL,38,224,4,Pokhara,Hemja /Sishuwa,,,,3,AANA,,,,,,,25,LAKHS,30,LAKHS,1,ACTIVE,,2025-04-02T10:00:50.000Z,2025-04-02T10:00:50.000Z,,,25,,,,
481,pending,3,3,1381,LAND,RESIDENTIAL,38,224,4,Pokhara,Lakeside/Pokhara Valley,,,,4,AANA,,,,,,,15,LAKHS,18,LAKHS,1,ACTIVE,,2025-04-03T11:25:04.000Z,2025-04-03T11:25:04.000Z,,,6,,,,
482,pending,3,3,1382,LAND,,38,224,4,Pokhara,Malepatan/Aarchalbot,,,,5,AANA,,,,,,,1.9,CRORE,2,CRORE,1,ACTIVE,,2025-04-03T11:26:14.000Z,2025-04-03T11:26:14.000Z,,,5,,,,
483,pending,3,3,1383,LAND,RESIDENTIAL,38,224,4,Pokhara,Budibajar/Bhandardhik,,,,20/60,HAAT,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2025-04-03T11:27:15.000Z,2025-04-03T11:27:15.000Z,,,26,,,,
484,pending,3,3,1384,LAND,,38,224,4,Pokhara,Khasibajar,,,,20/50,HAAT,,,,,,,1.8,CRORE,1.9,CRORE,1,ACTIVE,,2025-04-03T11:28:57.000Z,2025-04-03T11:28:57.000Z,,,14,,,,
485,pending,3,3,1385,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Chauthe/Nayagau/Parsyang/Hawelimarga/Bajhapatan,,,,17/40,HAAT,,,,,,,90,LAKHS,1,CRORE,1,ACTIVE,,2025-04-03T11:30:07.000Z,2025-04-03T11:30:07.000Z,,,14,,,,
486,pending,3,3,1388,HOUSE,,38,224,4,Pokhara,Chipledhunga/Mahendrapool/Newroad,,,1R,5,AANA,YES,,,,,,3,CRORE,3.1,CRORE,1,ACTIVE,,2025-04-06T11:47:49.000Z,2025-04-06T11:47:49.000Z,,,3,,,,
487,pending,3,3,1389,HOUSE,SEMI_COMMERCIAL,38,224,4,Pokhara,Gairapatan/Tersapatti/Bagaletole/GaneshTole,,,1R,20/40,HAAT,YES,,,,,,2.9,CRORE,3,CRORE,1,ACTIVE,,2025-04-06T12:17:36.000Z,2025-04-06T12:17:36.000Z,,,3,,,,
488,pending,3,3,1390,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Birauta/Kajipokhari,,,WHOLE_HOUSE,3.5,AANA,YES,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-04-06T12:19:09.000Z,2025-04-06T12:19:09.000Z,,,17,,,,
489,pending,3,3,1391,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/50,HAAT,,,,,,,1.6,CRORE,1.7,CRORE,1,ACTIVE,,2025-04-06T12:22:46.000Z,2025-04-06T12:22:46.000Z,,,11,,,,
490,pending,3,3,1400,LAND,RESIDENTIAL,38,224,4,Pokhara,Lamachaur,,,,20/45,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2025-04-10T09:23:25.000Z,2025-04-10T09:23:25.000Z,,Nagar bus lagne najik,19,,Maiju ko lagi,,
491,pending,3,3,1401,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/RAnipauwa/Parsyang,,,,4.5,AANA,,,,,,,1.3,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-10T09:26:25.000Z,2025-04-10T09:26:25.000Z,,,11,,"For land = 1.50 cr
 For House =2.50 Crore",,
492,pending,3,3,1411,HOUSE,COMMERCIAL,38,224,4,Pokhara,Nadipur/Mahendrapul/Lakeside/Miyapatan,,,1R,20/40,HAAT,YES,,,,,,3,CRORE,3.1,CRORE,1,ACTIVE,,2025-04-16T11:49:15.000Z,2025-04-16T11:49:15.000Z,,,3,,Laliguras tole house exchange,,
493,pending,3,3,1412,HOUSE,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Malepatan/Ranipauwa/Masbar,,,1R,5,AANA,,,,,13,BLACK-TOPPED,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-04-16T11:52:49.000Z,2025-04-16T11:52:49.000Z,,,11,,1 floor old house ok  with car parking,,
494,pending,3,3,1420,LAND,,38,224,4,Pokhara,Fulbari/Sitaldevi,,,,20/40,HAAT,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-18T11:44:48.000Z,2025-04-18T11:44:48.000Z,Ctevt,,11,,,,
495,pending,3,3,1421,LAND,RESIDENTIAL,38,224,4,Pokhara,Bagar/Deep/Gairapatan,,,,5,AANA,,,,,,,1.3,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-18T11:49:52.000Z,2025-04-18T11:49:52.000Z,,,1,,,,
496,pending,3,3,1422,LAND,RESIDENTIAL,38,224,4,Pokhara,Bajhapatan/Matepani,,,,20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-04-18T11:50:54.000Z,2025-04-18T11:50:54.000Z,,,13,,,,
497,pending,3,3,1428,HOTEL,,38,224,4,Pokhara,Lakeside,,,1R,6,AANA,NO,,,,,,17,CRORE,18,CRORE,1,ACTIVE,,2025-04-21T07:35:49.000Z,2025-04-21T07:35:49.000Z,,,6,,,,
498,pending,3,3,938,LAND,,38,224,4,Pokhara,Amarsingh /Birauta,,,,20/40,HAAT,,,,,,,2,CRORE,2.1,CRORE,1,ACTIVE,,2025-04-22T08:34:21.000Z,2025-04-22T08:34:21.000Z,,,10,,,,
499,pending,3,3,1430,LAND,RESIDENTIAL,38,224,4,Pokhara,Rambajar/Nayagau,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-04-22T08:41:22.000Z,2025-04-22T08:41:22.000Z,,Forest campus bata mathi(ward no 15),15,,,,
500,pending,3,3,1431,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Rmbajar,,,,18-20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-04-22T08:53:18.000Z,2025-04-22T08:53:18.000Z,,,11,,w,,
501,pending,3,3,1432,LAND,,38,224,4,Pokhara,Nayagau/Birauta,,,,8,AANA,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-22T08:55:15.000Z,2025-04-22T08:55:15.000Z,,,17,,,,
502,pending,3,3,1434,LAND,,38,224,4,Pokhara,Fulbari/Chauthe,,,,20/40,HAAT,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-23T09:55:44.000Z,2025-04-23T09:55:44.000Z,Baini ko lagi,,11,,,,
503,pending,3,3,1435,LAND,RESIDENTIAL,38,224,4,Pokhara,Parsyang/Malepatan/Rambajar/Nayagau,,,,18/40,HAAT,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-23T10:02:47.000Z,2025-04-23T10:03:41.000Z,Afanta ko lagi,,5,,,,
504,pending,3,3,1436,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,20/50,HAAT,,,,,,,1.5,CRORE,2,CRORE,1,ACTIVE,,2025-04-24T11:28:30.000Z,2025-04-24T11:28:30.000Z,,,11,,,,
505,pending,3,3,1437,LAND,RESIDENTIAL,38,224,4,Pokhara,Chauthe/Prithivichowk/Sainikbasti,,,,20/40,HAAT,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2025-04-24T11:39:28.000Z,2025-04-24T11:39:28.000Z,,,24,,,,
506,pending,3,3,1441,LAND,RESIDENTIAL,38,224,4,Pokhara,Budibajar/Bijayapur/Aarghau/Hawelimarga,,,,4,AANA,,,,,,,80,LAKHS,1.3,CRORE,1,ACTIVE,,2025-04-28T08:49:27.000Z,2025-04-28T08:49:27.000Z,Land Budget-80 lakhs//  House Budget -1.30 cr,,27,,,,
507,pending,3,3,1442,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Ranipauwa/Sitaldevi,,,,5,AANA,,,,,,,1.2,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-29T07:42:37.000Z,2025-04-29T07:42:37.000Z,,,11,,,,
508,pending,3,3,1443,LAND,RESIDENTIAL,38,224,4,Pokhara,Birauta,,,,4,AANA,,,,,,,1,CRORE,1.5,CRORE,1,ACTIVE,,2025-04-29T07:43:52.000Z,2025-04-29T07:43:52.000Z,,,17,,,,
509,pending,3,3,1444,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa/Chauthe,,,,20/40,HAAT,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2025-05-01T11:41:18.000Z,2025-05-01T11:41:18.000Z,,,11,,,,
510,pending,3,3,1445,LAND,,,224,4,,Sishuwa,,,,16/40,HAAT,,,,,,,55,LAKHS,60,LAKHS,1,ACTIVE,,2025-05-01T11:42:08.000Z,2025-05-01T11:42:08.000Z,,,28,,,,
511,pending,3,3,1446,LAND,RESIDENTIAL,38,224,4,Pokhara,Rithepani/Dadakonak,,,,18/40,HAAT,,,,,,,65,LAKHS,70,LAKHS,1,ACTIVE,,2025-05-01T11:43:10.000Z,2025-05-01T11:43:10.000Z,,,27,,,,
512,pending,3,3,1447,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,18/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-05-01T11:44:02.000Z,2025-05-01T11:44:02.000Z,,,11,,,,
513,pending,3,3,1449,LAND,,38,224,4,Pokhara,fulbari/parsyang,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-05-02T10:06:10.000Z,2025-05-02T10:06:10.000Z,,,11,,,,
514,pending,3,3,1450,LAND,,38,224,4,Pokhara,Fulbari/Malepatan,,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-05-02T10:07:18.000Z,2025-05-02T10:07:18.000Z,,,11,,,,
515,pending,3,3,1454,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,20/45,HAAT,,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2025-05-07T07:44:30.000Z,2025-05-07T07:44:30.000Z,,,11,,,,
516,pending,3,3,1455,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,16/40,HAAT,,,,,,,80,LAKHS,90,LAKHS,1,ACTIVE,,2025-05-07T07:45:21.000Z,2025-05-07T07:45:21.000Z,,,11,,,,
517,pending,3,3,1456,LAND,,38,224,4,Pokhara,Fulbari,,,,25/60,HAAT,,,,,,,2,CRORE,2.5,CRORE,1,ACTIVE,,2025-05-07T07:52:59.000Z,2025-05-07T07:52:59.000Z,,,11,,,,
518,pending,3,3,1457,LAND,,38,224,4,Pokhara,Fulbari/Ranipauwa,,,,4,AANA,,,,,,,80,LAKHS,85,LAKHS,1,ACTIVE,,2025-05-07T07:54:05.000Z,2025-05-07T07:54:05.000Z,,,11,,,,
519,pending,3,3,1458,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Bhadrakali,,,,20/38-40,HAAT,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2025-05-07T08:25:59.000Z,2025-05-07T08:25:59.000Z,,,11,,,,
520,pending,3,3,1459,LAND,,38,224,4,Pokhara,Harichowk-Chauthe,,,,20/40,HAAT,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-05-07T08:27:10.000Z,2025-05-07T08:27:10.000Z,Highway Bata 500 m bhitra,,14,,,,
521,pending,3,3,905,LAND,,38,224,4,Pokhara,Malepatan/Aarchalbot/Parsyang,,,,18/40,HAAT,,,,,,,1,CRORE,130,CRORE,1,ACTIVE,,2025-05-07T08:28:44.000Z,2025-05-07T08:28:44.000Z,,,5,,,,
522,pending,3,3,1460,LAND,,38,224,4,Pokhara,Bhadrakali-Sishuwa,,,,4,AANA,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2025-05-07T08:29:41.000Z,2025-05-07T08:29:41.000Z,,,13,,,,
523,pending,3,3,1461,LAND,,38,224,4,Pokhara,Zero/Harichowk,,,,18/40,HAAT,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-05-07T09:38:32.000Z,2025-05-07T09:38:32.000Z,,,5,,,,
524,pending,3,3,1462,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,1,CRORE,1.3,CRORE,1,ACTIVE,,2025-05-07T09:39:26.000Z,2025-05-07T09:39:26.000Z,,,11,,,,
526,pending,3,3,1463,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari/Birauta,,,,4,AANA,,,,,,,1,CRORE,1.1,CRORE,1,ACTIVE,,2025-05-08T10:04:40.000Z,2025-05-08T10:04:40.000Z,,,11,,,,
527,pending,3,3,1465,LAND,RESIDENTIAL,38,224,4,Pokhara,khasibajar,,,,20/50,HAAT,,,,,,,1.8,CRORE,2,CRORE,1,ACTIVE,,2025-05-08T10:15:22.000Z,2025-05-08T10:15:22.000Z,,,14,,,,
528,pending,3,3,1466,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,4,AANA,,,,,,,80,LAKHS,1,CRORE,1,ACTIVE,,2025-05-08T10:16:14.000Z,2025-05-08T10:16:14.000Z,,,11,,,,
529,pending,3,3,1220,LAND,,38,224,4,Pokhara,Fulbari/Chauthe/Malepatan/Parsyang,,,,4,AANA,,,,,,,1,CRORE,1.2,CRORE,1,ACTIVE,,2025-05-08T10:17:30.000Z,2025-05-08T10:17:30.000Z,,,5,,,,
530,pending,3,3,1467,LAND,RESIDENTIAL,38,224,4,Pokhara,Fulbari,,,,16/40,HAAT,,,,,,,1,CRORE,1,CRORE,1,ACTIVE,,2025-05-09T10:34:27.000Z,2025-05-09T10:34:27.000Z,,,11,,,,
